Player Name,Alt Player Name,dob,age,ioc,hand,height,wikipedia_intro,photo_url,name_first,name_last,wikidata_id,Index Player Name,is_duplicate
Coleman Wong,C. Wong,2004-06-06,20.0,HKG,R,,Coleman Wong Chak-lam (Chinese: 黃澤林; born 6 June 2004) is a tennis player from Hong Kong. He has a career high ATP singles ranking of No. 134 achieved on 23 September 2024 and a doubles ranking of No. 468 achieved on 9 September 2024.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Flag_of_Hong_Kong.svg/23px-Flag_of_Hong_Kong.svg.png,Coleman,Wong,Q108498952,Wong C.,0
Collin Altamirano,C. Altamirano,1995-12-07,28.0,USA,R,188.0,"Collin Altamirano (born December 7, 1995) is an American professional tennis player.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Collin_Altamirano.jpg/220px-Collin_Altamirano.jpg,Collin,Altamirano,Q14653878,Altamirano C.,0
Constant Lestienne,C. Lestienne,1992-05-23,32.0,FRA,R,180.0,"Constant Lestienne (French pronunciation: [kɔ̃stɑ̃ lɛstjɛn]; born 23 May 1992) is a French professional tennis player. He reached his highest ATP singles ranking of world No. 48 on 6 February 2023 and his highest doubles ranking of No. 250 was achieved on 12 June 2023. He has won eight ATP Challenger singles titles. In addition, he has won five singles titles and three doubles titles on the ITF Circuit.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Lestienne_RGQ19_%288%29_%2848002696316%29.jpg/220px-Lestienne_RGQ19_%288%29_%2848002696316%29.jpg,Constant,Lestienne,Q16300830,Lestienne C.,0
Corentin Moutet,C. Moutet,1999-04-19,25.0,FRA,L,178.0,"Corentin Moutet (French pronunciation: [kɔʁɑ̃tɛ̃ mutɛ]; born 19 April 1999) is a French professional tennis player. Moutet has a career high ATP singles ranking of world No. 51, attained on 7 November 2022. He also has a career high ATP doubles ranking of world No. 425, attained on 12 June 2017. Moutet has won 6 ATP Challenger Tour and 5 ITF World Tennis Tour singles tournaments.Moutet made his ATP Tour main draw debut at the 2017 French Open after receiving a wildcard to the doubles main draw with Constant Lestienne. They defeated Dustin Brown and Lu Yen-hsun in the first round, but were defeated by Jean-Julien Rojer and Horia Tecău in the second round.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Corentin_Moutet_%2845135594272%29_%28cropped%29.jpg/220px-Corentin_Moutet_%2845135594272%29_%28cropped%29.jpg,Corentin,Moutet,Q30078104,Moutet C.,0
Cristian Garin,C. Garin,1996-05-30,28.0,CHI,R,185.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Garin_WM19_%281%29_%2848521991327%29.jpg/220px-Garin_WM19_%281%29_%2848521991327%29.jpg,Cristian,Garin,Q4252035,Garin C.,0
Dalibor Svrcina,D. Svrcina,2002-10-02,22.0,CZE,R,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Svrcina_RGQ22_%2823%29_%2852129537653%29.jpg/220px-Svrcina_RGQ22_%2823%29_%2852129537653%29.jpg,Dalibor,Svrcina,Q60238030,Svrcina D.,0
Damir Dzumhur,D. Dzumhur,1992-05-20,32.0,BIH,R,172.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Dzumhur_WMQ23_%2853062101320%29.jpg/220px-Dzumhur_WMQ23_%2853062101320%29.jpg,Damir,Dzumhur,Q1158544,Dzumhur D.,0
Dane Sweeny,D. Sweeny,2001-02-12,23.0,AUS,R,170.0,Dane Sweeny (born 12 February 2001) is an Australian professional tennis player. ,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Sweeny_WMQ23_%2853062168553%29.jpg/220px-Sweeny_WMQ23_%2853062168553%29.jpg,Dane,Sweeny,Q105140724,Sweeny D.,0
Daniel Altmaier,D. Altmaier,1998-09-12,26.0,GER,R,191.0,"Daniel Altmaier (German pronunciation: [ˈdaːni̯eːl ˈʔaltmaɪɐ, -ni̯ɛl -]; born 12 September 1998) is a German professional tennis player. He has a career high ATP singles ranking of world No. 47, achieved on 2 October 2023. He is the current German No. 4.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Altmaier_RG22_%2824%29_%2852144567090%29.jpg/220px-Altmaier_RG22_%2824%29_%2852144567090%29.jpg,Daniel,Altmaier,Q30005211,Altmaier D.,0
Daniel Brands,D. Brands,1987-07-17,37.0,GER,R,196.0,"Daniel Brands (born 17 July 1987) is a German retired professional tennis player. His career-high singles ranking was world No. 51, achieved in August 2013.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Brands_RGQ19_%282%29_%2848002679757%29.jpg/220px-Brands_RGQ19_%282%29_%2848002679757%29.jpg,Daniel,Brands,Q60717,Brands D.,0
Daniel Dutra Da Silva,D. Dutra Da Silva,1988-07-05,36.0,BRA,L,175.0,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Daniel_Dutra_Da_Silva,,Daniel,Dutra Da Silva,Q5217022,Dutra Da Silva D.,0
Daniel Elahi Galan,D.E. Galan,1996-06-18,28.0,COL,R,191.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Galan_RGQ22_%2836%29_%2852129619256%29.jpg/220px-Galan_RGQ22_%2836%29_%2852129619256%29.jpg,Daniel Elahi,Galan,Q20740881,Galan D.E.,0
Daniel Evans,D. Evans,1990-05-23,34.0,GBR,R,175.0,"Daniel, Danny or Dan Evans may refer to:",,Daniel,Evans,Q4847264,Evans D.,0
Daniel Garza,D. Garza,1985-04-08,39.0,MEX,R,,Daniel Garza (Latin American Spanish: [daˈnjel ˈɣaɾsa]; born 8 April 1985) is a Mexican professional tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Mexico.svg/23px-Flag_of_Mexico.svg.png,Daniel,Garza,Q5217251,Garza D.,0
Daniel Gimeno-Traver,D. Gimeno Traver,1985-08-07,39.0,ESP,R,185.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Gimeno_Traver_WMQ18_%287%29_%2842647639125%29.jpg/220px-Gimeno_Traver_WMQ18_%287%29_%2842647639125%29.jpg,Daniel,Gimeno Traver,Q457051,Gimeno-Traver D.,0
Daniel Masur,D. Masur,1994-11-06,30.0,GER,R,183.0,"Daniel Masur (German pronunciation: [ˈdaːni̯eːl maˈzuːɐ̯, -ni̯ɛl -]; born 6 November 1994 in Bückeburg) is a German professional tennis player. Masur has a career-high ATP singles ranking of world No. 176, which he first achieved in March 2022 and in doubles of No. 149 achieved in September 2022.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Masur_RGQ22_%2837%29_%2852129568618%29.jpg/220px-Masur_RGQ22_%2837%29_%2852129568618%29.jpg,Daniel,Masur,Q25915757,Masur D.,0
Daniel Munoz de la Nava,D. Munoz de la Nava,1982-01-29,42.0,ESP,L,178.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Munoz_de_la_Nava_WMQ15_%284%29_%2819944383272%29.jpg/220px-Munoz_de_la_Nava_WMQ15_%284%29_%2819944383272%29.jpg,Daniel,Munoz de la Nava,Q974176,Munoz de la Nava D.,0
Daniel Rincon,D. Rincon,2003-01-07,21.0,ESP,L,,,,Daniel,Rincon,Q108517831,Rincon D.,0
Daniel Sela,D. Sela,2001-03-19,23.0,ISR,U,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Daniel_Sela,,Daniel,Sela,,Sela D.,0
Daniil Medvedev,D. Medvedev,1996-02-11,28.0,RUS,R,198.0,"Daniil Sergeyevich Medvedev (Russian: Даниил Сергеевич Медведев, IPA: [dənʲɪˈil sʲɪrˈɡʲe(j)ɪvʲɪtɕ mʲɪdˈvʲedʲɪf]; born 11 February 1996) is a Russian professional tennis player. He has been ranked as high as world No. 1 in men's singles by the ATP. He has won 20 ATP Tour singles titles, including the 2021 US Open and 2020 ATP Finals. ",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Medvedev_MCM23_%284%29_%2852882575332%29.jpg/220px-Medvedev_MCM23_%284%29_%2852882575332%29.jpg,Daniil,Medvedev,Q21622022,Medvedev D.,0
Darian King,D. King,1992-04-26,32.0,BAR,R,188.0,"Darian King (born 26 April 1992 in Bridgetown) is a Barbadian tennis player. He has a career-high Association of Tennis Professionals (ATP) singles ranking of world No. 106 achieved on 8 May 2017, and a career-high ATP doubles ranking of No. 156 achieved on 21 October 2019. He has represented Barbados at the Davis Cup and at the 2016 Olympics. His first Grand Slam appearance came at the 2017 US Open, where he lost to fourth seed Alexander Zverev in straight sets.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/King_D._WMQ16_%282%29_%2828211139805%29.jpg/220px-King_D._WMQ16_%282%29_%2828211139805%29.jpg,Darian,King,Q16941915,King D.,0
Darwin Blanch,D. Blanch,2007-09-28,17.0,USA,U,,Darwin Blanch (born 28 September 2007) is an American tennis player. He has a career-high ATP singles ranking of world No. 892 achieved on 23 September 2024.,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png,Darwin,Blanch,,Blanch D.,0
David Ferrer,D. Ferrer,1982-04-02,42.0,ESP,R,175.0,"David Ferrer Ern (Valencian pronunciation: [daˈvit feˈreɾ ˈɛɾn]; Spanish: [daˈβið feˈreɾ ˈeɾn]; born 2 April 1982) is a Spanish former professional tennis player. A three-time Davis Cup champion with Spain, Ferrer won tournaments at all levels on the ATP Tour (ATP 250, ATP 500, Masters 1000) except at a major, and currently has the eleventh highest career prize money earnings of all time among male tennis players (not adjusting for inflation). Ferrer also holds the distinction of winning the most matches on the ATP Tour without having won a major.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Ferrer_US16_%2821%29_%2829749609722%29.jpg/220px-Ferrer_US16_%2821%29_%2829749609722%29.jpg,David,Ferrer,Q191476,Ferrer D.,0
David Goffin,D. Goffin,1990-12-07,33.0,BEL,R,180.0,"David Goffin (French pronunciation: [david ɡɔfɛ̃]; born 7 December 1990) is a Belgian professional tennis player. His career-high singles ranking is world No. 7, making him the highest ranked Belgian man in history. He is also the first and only Belgian man to be ranked in the top 10.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Goffin_MCM22_%286%29_%2852036658809%29.jpg/220px-Goffin_MCM22_%286%29_%2852036658809%29.jpg,David,Goffin,Q19406,Goffin D.,0
David Guez,D. Guez,1982-12-08,41.0,FRA,R,185.0,David Guez (born 8 December 1982) is a French tennis player. He achieved a career-high singles ranking of World No. 116 in July 2010.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Guez_WMQ16_%283%29_%2828107308492%29.jpg/220px-Guez_WMQ16_%283%29_%2828107308492%29.jpg,David,Guez,Q1993828,Guez D.,0
David Jorda Sanchis,D. Jorda Sanchis,1994-06-14,30.0,ESP,U,,,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/23px-Flag_of_Spain.svg.png,David,Jorda Sanchis,,Jorda Sanchis D.,0
David Vega Hernandez,D. Vega Hernandez,1994-06-23,30.0,ESP,R,188.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Vega_Hernandez_RG22_%2835%29_%2852144297074%29.jpg/220px-Vega_Hernandez_RG22_%2835%29_%2852144297074%29.jpg,David,Vega Hernandez,Q24706377,Vega Hernandez D.,0
Denis Istomin,D. Istomin,1986-09-07,38.0,UZB,R,188.0,"Denis Olegovich Istomin (born 7 September 1986) is an Uzbekistani professional tennis player. He won two singles titles (at the 2015 Aegon Open Nottingham and 2017 Chengdu Open) and achieved a career-high singles ranking of world No. 33 in August 2012. In January 2017, he defeated defending champion Novak Djokovic in the second round of the Australian Open.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Istomin_WM16_%287%29_%2827802974453%29.jpg/220px-Istomin_WM16_%287%29_%2827802974453%29.jpg,Denis,Istomin,Q317961,Istomin D.,0
Denis Kudla,D. Kudla,1992-08-17,32.0,USA,R,180.0,"Denis Kudla ( KOOD-lə; born August 17, 1992) is a professional tennis player. His career-high ATP singles ranking is world No. 53, achieved in May 2016. His career-high doubles ranking is No. 133, achieved in August 2018.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Kudla_WMQ23_%2853061887904%29.jpg/220px-Kudla_WMQ23_%2853061887904%29.jpg,Denis,Kudla,Q1187478,Kudla D.,0
Denis Shapovalov,D. Shapovalov,1999-04-15,25.0,CAN,L,185.0,"Denis Viktorovich Shapovalov (born (1999-04-15)April 15, 1999) is a Canadian professional tennis player. He has been ranked as high as world No. 10 in singles by the Association of Tennis Professionals (ATP), which he first achieved in September 2020. He is the third highest-ranked Canadian male player in history behind Milos Raonic (world No. 3 in 2016) and Félix Auger-Aliassime (world No. 6 in 2022). He has won one ATP Tour singles title and produced his best Grand Slam performance at the 2021 Wimbledon Championships, where he reached the semifinals. Shapovalov also has a career-high doubles ranking of world No. 44, which he attained in February 2020.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Shapovalov_RG22_%2826%29_%2852144052686%29.jpg/220px-Shapovalov_RG22_%2826%29_%2852144052686%29.jpg,Denis,Shapovalov,Q20979382,Shapovalov D.,0
Denis Yevseyev,D. Yevseyev,1993-05-22,31.0,KAZ,U,,Denis Yevseyev (born 22 May 1993) is a Kazakh tennis player who competes on the ATP Challenger Tour.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Denis_Yevseyev_%282024_DC_Open%29_04.jpg/220px-Denis_Yevseyev_%282024_DC_Open%29_04.jpg,Denis,Yevseyev,Q56250314,Yevseyev D.,0
Dennis Novak,D. Novak,1993-08-28,31.0,AUT,R,183.0,"Dennis Novak (German pronunciation: [ˈdɛnɪs ˈnoːvak]; born 28 August 1993, in Wiener Neustadt) is an Austrian professional tennis player. Novak achieved a career-high ATP singles ranking of world No. 85 in March 2020. He is currently the No. 4 Austrian player.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Novak_RGQ22_%2814%29_%2852130042560%29.jpg/220px-Novak_RGQ22_%2814%29_%2852130042560%29.jpg,Dennis,Novak,Q16942082,Novak D.,0
Dennis Novikov,D. Novikov,1993-11-06,31.0,USA,R,193.0,"Dennis Novikov (born November 6, 1993) is an American professional tennis player born in Russia.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Novikov_WMQ18_%2816%29_%2841743866830%29.jpg/220px-Novikov_WMQ18_%2816%29_%2841743866830%29.jpg,Dennis,Novikov,Q2045570,Novikov D.,0
Di Wu,D. Wu,1991-09-14,33.0,CHN,R,175.0,,,Di,Wu,Q3423639,Wu D.,0
Diego Schwartzman,D. Schwartzman,1992-08-16,32.0,ARG,R,170.0,"Diego Sebastián Schwartzman (Spanish pronunciation: [ˈdjeɣo seβasˈtjan ˈʃwaɾtsman],  German: [ˈʃvaʁtsman]; born 16 August 1992) is an Argentine professional tennis player. He has won four ATP singles titles and reached his career-high singles ranking of world No. 8 in October 2020. As a clay court specialist, his best results have been on this surface. He is noted for his high-quality return game.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Schwartzman_WM19_%2824%29_%2848521748281%29.jpg/220px-Schwartzman_WM19_%2824%29_%2848521748281%29.jpg,Diego,Schwartzman,Q5274812,Schwartzman D.,0
Dimitar Kuzmanov,D. Kuzmanov,1993-07-28,31.0,BUL,R,183.0,"Dimitar Kuzmanov (Bulgarian: Димитър Кузманов, pronounced [diˈmitɐr ˈkuzmɐnɔf] ; nickname: Miko; born 28 July 1993) is a Bulgarian professional tennis player. He competes on the ATP Challenger Tour. His highest singles ranking is No. 159 achieved on 29 August 2022, whilst his best doubles ranking is No. 438 achieved on 1 April 2019.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/MG_2772_-_MIKO.jpg/220px-MG_2772_-_MIKO.jpg,Dimitar,Kuzmanov,Q12061061,Kuzmanov D.,0
Dino Prizmic,D. Prizmic,2005-08-05,19.0,CRO,U,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Dino_Pri%C5%BEmi%C4%87_at_ABN_Amro.jpg/220px-Dino_Pri%C5%BEmi%C4%87_at_ABN_Amro.jpg,Dino,Prizmic,Q106102103,Prizmic D.,0
Dmitry Popko,D. Popko,1996-10-24,28.0,KAZ,R,191.0,Dmitry Yevgenyevich Popko (Дмитрий Евгеньевич Попко; born 24 October 1996) is a Russian-born Kazakhstani tennis player who competes on the ATP Challenger tour.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Popko_RGQ22_%2812%29_%2852129553023%29.jpg/220px-Popko_RGQ22_%2812%29_%2852129553023%29.jpg,Dmitry,Popko,Q23678986,Popko D.,0
Dmitry Tursunov,D. Tursunov,1982-12-12,41.0,RUS,R,185.0,"Dmitry Igorevich Tursunov (Russian: Дми́трий И́горевич Турсу́нов, IPA: [ˈdmʲitrʲɪj tʊrˈsunəf] ; born 12 December 1982) is a Russian tennis coach and former player. At age 12, he moved to the United States to train and further his prospects of becoming a professional player. His career-high singles ranking is world No. 20, achieved in October 2006.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Dmitry_Tursunov.jpg/220px-Dmitry_Tursunov.jpg,Dmitry,Tursunov,Q310376,Tursunov D.,0
Dominic Stricker,D. Stricker,2002-08-16,22.0,SUI,L,180.0,"Dominic Stephan Stricker (Swiss Standard German: [ˈʃtrɪkər]; born 16 August 2002) is a Swiss professional tennis player. He has a career high ATP singles ranking of No. 88 achieved on 2 October 2023. He also has a career high ATP doubles ranking of No. 161 achieved on 27 June 2022. He is currently the No. 7 Swiss player. On the junior tour, he had a career high junior ranking of No. 8, achieved on 3 February 2020.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Dominic_Stricker_%282023_US_Open%29_10_%28cropped%29.jpg/220px-Dominic_Stricker_%282023_US_Open%29_10_%28cropped%29.jpg,Dominic,Stricker,,Stricker D.,0
Dominic Thiem,D. Thiem,1993-09-03,31.0,AUT,R,185.0,"Dominic Thiem (German pronunciation: [ˈdɔmɪnɪk ˈtiːm]; born 3 September 1993) is an Austrian professional tennis player. He was ranked as high as world No. 3 in singles by the Association of Tennis Professionals, which he first achieved in March 2020. Thiem won 17 ATP Tour singles titles, including a Grand Slam title at the 2020 US Open where he came back from two sets down to defeat Alexander Zverev in the final. With the win, Thiem became the first male player born in the 1990s to claim a Major singles title, as well as the first Austrian to win the US Open singles title. He had previously reached three other Major finals, finishing runner-up at the 2018 and 2019 French Open to Rafael Nadal, and at the 2020 Australian Open to Novak Djokovic. Thiem was also runner-up at the 2019 and 2020 ATP Finals, where he lost to Stefanos Tsitsipas and Daniil Medvedev, respectively.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Thiem_MCM23_%2861%29_%2852883593873%29.jpg/200px-Thiem_MCM23_%2861%29_%2852883593873%29.jpg,Dominic,Thiem,Q88762,Thiem D.,0
Dominik Koepfer,D. Koepfer,1994-04-29,30.0,GER,L,180.0,"Dominik Koepfer (born 29 April 1994), also spelled Köpfer, is a German professional tennis player. He achieved a career-high ATP singles ranking of world No. 49 on 4 March 2024, and a doubles ranking of No. 69 on 24 June 2024. He played college tennis at Tulane University.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Koepfer_RG21_%283%29_%2851375393702%29.jpg/220px-Koepfer_RG21_%283%29_%2851375393702%29.jpg,Dominik,Koepfer,Q37535155,Koepfer D.,0
Donald Young,D. Young,1989-07-23,35.0,USA,L,183.0,Donald or Don Young may refer to:,,Donald,Young,Q54694,Young D.,0
Dragos Nicolae Madaras,D.N. Madaras,1997-09-12,27.0,ROU,L,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Madaras_WMQ23_%2853061122487%29.jpg/220px-Madaras_WMQ23_%2853061122487%29.jpg,Dragos Nicolae,Madaras,,Madaras D.N.,0
Drazen Petrovic,D. Petrovic,2002-11-03,22.0,BIH,U,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Lipofsky-JDra%C5%BEen_Petrovi%C4%87.jpg/220px-Lipofsky-JDra%C5%BEen_Petrovi%C4%87.jpg,Drazen,Petrovic,,Petrovic D.,0
Duck Hee Lee,D.H. Lee,1998-05-29,26.0,KOR,R,175.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/23px-Flag_of_South_Korea.svg.png,Duck Hee,Lee,Q18637624,Lee D.H.,0
Duje Ajdukovic,D. Ajdukovic,2001-02-05,23.0,CRO,R,185.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Ajdukovic_RGQ22_%2840%29_%2852129649088%29.jpg/220px-Ajdukovic_RGQ22_%2840%29_%2852129649088%29.jpg,Duje,Ajdukovic,Q106147194,Ajdukovic D.,0
Dusan Lajovic,D. Lajovic,1990-06-30,34.0,SRB,R,180.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Lajovic_MCM22_%2824%29_%2852036456588%29.jpg/220px-Lajovic_MCM22_%2824%29_%2852036456588%29.jpg,Dusan,Lajovic,Q551295,Lajovic D.,0
Dylan Brown,D. Brown,1995-01-19,29.0,USA,R,,Dylan Brown (born 21 June 2000) is a New Zealand professional rugby league footballer who plays as a five-eighth for the Parramatta Eels  in the National Rugby League (NRL) and New Zealand at the international level.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Dylan_Brown_Kiwis.jpg/220px-Dylan_Brown_Kiwis.jpg,Dylan,Brown,,Brown D.,0
Edan Leshem,E. Leshem,1997-03-19,27.0,ISR,R,183.0,"Edan Leshem (Hebrew: עידן לשם; born March 19, 1997) is an Israeli tennis player.  In 2015, he began playing for the Israel Davis Cup team at the age of 17.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Israel.svg/21px-Flag_of_Israel.svg.png,Edan,Leshem,Q19668502,Leshem E.,0
Edouard Roger-Vasselin,E. Roger-Vasselin,1983-11-28,40.0,FRA,R,188.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Roger_Vasselin_RG19_%283%29_%2848199105732%29.jpg/220px-Roger_Vasselin_RG19_%283%29_%2848199105732%29.jpg,Edouard,Roger-Vasselin,Q274441,Roger-Vasselin E.,0
Egor Gerasimov,E. Gerasimov,1992-11-11,32.0,BLR,R,196.0,"Yegor Alekseyevich Gerasimov (Russian: Егор Алексеевич Герасимов) or Yahor Alyakseyevich Herasimaŭ (Belarusian: Ягор Аляксеевіч Герасімаў; born 11 November 1992 in Minsk) is a Belarusian professional tennis player. He has a career high ATP singles ranking of world No. 65, which he achieved on 24 February 2020. He also achieved a career high ATP doubles ranking of No. 263 on 2 March 2015. He is the current No. 1 Belarusian player.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Gerasimov_RGQ22_%28114%29_%2852129855729%29.jpg/220px-Gerasimov_RGQ22_%28114%29_%2852129855729%29.jpg,Egor,Gerasimov,Q18549907,Gerasimov E.,0
Elias Ymer,E. Ymer,1996-04-10,28.0,SWE,R,183.0,"Elias Ymer (born 10 April 1996) is a Swedish tennis player. Ymer has a career high ATP singles ranking of World No. 105, achieved on 11 June 2018. He has a career high ATP doubles ranking of World No. 188, achieved on 16 October 2017. He is the current top ranked Swedish tennis player.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Ymer_WMQ23_%2853062069610%29.jpg/220px-Ymer_WMQ23_%2853062069610%29.jpg,Elias,Ymer,Q17405398,Ymer E.,0
Eliot Spizzirri,E. Spizzirri,2001-12-23,22.0,USA,U,,Eliot Spizzirri (born 23 December 2001) is an American tennis player. Spizzirri has a career-high ATP singles ranking of No. 249 on 13 October 2024 and a doubles ranking of No. 450 on 13 October 2024. Spizzirri won the 2019 US Open Juniors doubles title with fellow American Tyler Zink.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Eliot_Spizzirri_%282023_Cary%29_04.jpg/220px-Eliot_Spizzirri_%282023_Cary%29_04.jpg,Eliot,Spizzirri,Q67186609,Spizzirri E.,0
Elliot Benchetrit,E. Benchetrit,1998-10-02,26.0,FRA,R,193.0,"Elliot Benchetrit (born 2 October 1998) is a Moroccan tennis player who formerly represented France.  Since 1 January 2021 Benchetrit started to represent Morocco. His highest singles ranking was No. 198 on 10 February 2020, and his highest doubles ranking was  No. 198 on 10 June 2019. He has won three singles titles on the ITF Men's Circuit, and two doubles titles, as well as another doubles title on the ATP Challenger Tour.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Benchetrit_RGQ19_%2823%29_%2848002727466%29.jpg/220px-Benchetrit_RGQ19_%2823%29_%2848002727466%29.jpg,Elliot,Benchetrit,Q53633809,Benchetrit E.,0
Emil Reinberg,E. Reinberg,1997-04-20,27.0,USA,R,188.0,Emil Reinberg (born 20 April 1997) is an American tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Flag_of_the_United_States_%2823px%29.png/23px-Flag_of_the_United_States_%2823px%29.png,Emil,Reinberg,Q33355510,Reinberg E.,0
Emil Ruusuvuori,E. Ruusuvuori,1999-04-02,25.0,FIN,R,188.0,Emil Ruusuvuori (Finnish pronunciation: [ˈeːmil ˈruːsuˌʋuo̯ri]; born 2 April 1999) is a Finnish professional tennis player. He reached a career high ATP singles ranking of World No. 37 on 3 April 2023. He is currently the No. 1 Finnish singles tennis player. He has a career-high doubles ranking of World No. 179 achieved on 2 May 2022.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Emil_Ruusuvuori_%282023_DC_Open%29_02_%28cropped%29.jpg/220px-Emil_Ruusuvuori_%282023_DC_Open%29_02_%28cropped%29.jpg,Emil,Ruusuvuori,Q28493468,Ruusuvuori E.,0
Emilio Gomez,E. Gomez,1991-11-28,32.0,ECU,R,185.0,,,Emilio,Gomez,Q14565694,Gomez E.,0
Emilio Nava,E. Nava,2001-12-02,22.0,USA,R,183.0,"Emilio Nava (born 2 December 2001) is an American professional tennis player. He has a career-high ATP singles ranking of No. 124 achieved on 15 April 2024 and a doubles ranking of No. 422 achieved on 19 February 2024. He reached two finals of the Boys' Singles Grand Slam tournaments, losing to Lorenzo Musetti in the 2019 Australian Open and to Jonáš Forejtek in the 2019 US Open.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Nava_BLO22_%2824%29_%2852157277484%29.jpg/220px-Nava_BLO22_%2824%29_%2852157277484%29.jpg,Emilio,Nava,Q60990844,Nava E.,0
Enrique Lopez Perez,E. Lopez Perez,1991-06-03,33.0,ESP,R,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Lopez_Perez_RGQ19_%2810%29_%2848002662662%29.jpg/220px-Lopez_Perez_RGQ19_%2810%29_%2848002662662%29.jpg,Enrique,Lopez Perez,Q17517167,Lopez Perez E.,0
Enzo Couacaud,E. Couacaud,1995-03-01,29.0,FRA,R,183.0,"Enzo Couacaud (French pronunciation: [ɛnzo kwako]; born 1 March 1995) is a French-Mauritian professional tennis player. He has a career high singles ranking of world No. 151, which he achieved on 17 July 2023 and a doubles ranking of world No. 188 achieved on 8 March 2021.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Couacaud_WMQ23_%2853061712906%29.jpg/220px-Couacaud_WMQ23_%2853061712906%29.jpg,Enzo,Couacaud,Q15618609,Couacaud E.,0
Ergi Kirkin,E. Kirkin,1999-01-27,25.0,TUR,R,180.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/23px-Flag_of_Turkey.svg.png,Ergi,Kirkin,Q55238102,Kirkin E.,0
Eric Quigley,E. Quigley,1989-01-30,35.0,USA,R,185.0,"Eric Quigley (born January 30, 1989) is an American professional tennis player.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Quigley_US16_%2822%29_%2829569431400%29.jpg/220px-Quigley_US16_%2822%29_%2829569431400%29.jpg,Eric,Quigley,Q17478221,Quigley E.,0
